Energy (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -1.46871      0.00572      0.00098      0.00474
     -1.45871      0.00136      0.00023      0.00113
     -1.44871      0.00026      0.00004      0.00022
     -1.43871      0.00004      0.00001      0.00003
     -1.42871      0.00001      0.00000      0.00000
     -1.41871      0.00000      0.00000      0.00000
     -1.40871      0.00000      0.00000      0.00000
     -1.39871      0.00000      0.00000      0.00000
     -1.38871      0.00000      0.00000      0.00000
     -1.37871      0.00000      0.00000      0.00000
     -1.36871      0.00000      0.00000      0.00000
     -1.35871      0.00003      0.00003      0.00001
     -1.34871      0.00023      0.00017      0.00006
     -1.33871      0.00122      0.00089      0.00033
     -1.32871      0.00535      0.00389      0.00147
     -1.31871      0.01918      0.01391      0.00526
     -1.30871      0.05653      0.04098      0.01555
     -1.29871      0.13819      0.10007      0.03813
     -1.28871      0.28326      0.20479      0.07846
     -1.27871      0.49412      0.35652      0.13761
     -1.26871      0.74781      0.53811      0.20970
     -1.25871      1.00436      0.72034      0.28402
     -1.24871      1.22690      0.87673      0.35017
     -1.23871      1.39743      0.99481      0.40263
     -1.22871      1.51952      1.07759      0.44193
     -1.21871      1.60981      1.13699      0.47282
     -1.20871      1.68714      1.18619      0.50095
     -1.19871      1.76697      1.23631      0.53066
     -1.18871      1.85991      1.29559      0.56431
     -1.17871      1.96947      1.36726      0.60221
     -1.16871      2.09084      1.44788      0.64296
     -1.15871      2.21345      1.52934      0.68411
     -1.14871      2.32759      1.60430      0.72329
     -1.13871      2.43437      1.67360      0.76078
     -1.12871      2.55142      1.74986      0.80156
     -1.11871      2.70182      1.84941      0.85241
     -1.10871      2.89331      1.97778      0.91553
     -1.09871      3.11385      2.12670      0.98715
     -1.08871      3.35215      2.28816      1.06399
     -1.07871      3.61628      2.46730      1.14898
     -1.06871      3.91913      2.67285      1.24628
     -1.05871      4.24138      2.89197      1.34942
     -1.04871      4.51991      3.08164      1.43826
     -1.03871      4.68626      3.19423      1.49202
     -1.02871      4.71940      3.21407      1.50533
     -1.01871      4.65799      3.16768      1.49031
     -1.00871      4.56419      3.09988      1.46431
     -0.99871      4.48358      3.04451      1.43907
     -0.98871      4.43824      3.01728      1.42096
     -0.97871      4.43898      3.02384      1.41515
     -0.96871      4.48574      3.06169      1.42405
     -0.95871      4.55722      3.11424      1.44298
     -0.94871      4.61042      3.15042      1.46000
     -0.93871      4.59678      3.13635      1.46043
     -0.92871      4.48615      3.05282      1.43333
     -0.91871      4.28700      2.90888      1.37812
     -0.90871      4.04876      2.74105      1.30771
     -0.89871      3.83669      2.59404      1.24264
     -0.88871      3.69288      2.49490      1.19798
     -0.87871      3.61646      2.44196      1.17449
     -0.86871      3.57665      2.41463      1.16203
     -0.85871      3.53955      2.38975      1.14980
     -0.84871      3.48710      2.35349      1.13362
     -0.83871      3.42165      2.30609      1.11556
     -0.82871      3.35292      2.25526      1.09766
     -0.81871      3.27879      2.20236      1.07642
     -0.80871      3.19057      2.14338      1.04719
     -0.79871      3.10238      2.08746      1.01492
     -0.78871      3.05414      2.05995      0.99419
     -0.77871      3.06848      2.07473      0.99375
     -0.76871      3.11515      2.11039      1.00476
     -0.75871      3.13077      2.12323      1.00754
     -0.74871      3.07294      2.08398      0.98896
     -0.73871      2.95550      2.00222      0.95328
     -0.72871      2.83490      1.91745      0.91744
     -0.71871      2.76019      1.86486      0.89534
     -0.70871      2.73717      1.85009      0.88708
     -0.69871      2.74428      1.85939      0.88489
     -0.68871      2.76942      1.88417      0.88525
     -0.67871      2.80916      1.92022      0.88894
     -0.66871      2.83850      1.94730      0.89120
     -0.65871      2.81462      1.93319      0.88143
     -0.64871      2.72488      1.86872      0.85616
     -0.63871      2.61088      1.78516      0.82572
     -0.62871      2.52669      1.72362      0.80307
     -0.61871      2.48514      1.69504      0.79011
     -0.60871      2.46231      1.68224      0.78007
     -0.59871      2.44633      1.67547      0.77086
     -0.58871      2.45839      1.68893      0.76946
     -0.57871      2.51730      1.73579      0.78151
     -0.56871      2.59505      1.79537      0.79967
     -0.55871      2.62527      1.81879      0.80648
     -0.54871      2.56618      1.77509      0.79108
     -0.53871      2.44841      1.68679      0.76163
     -0.52871      2.34645      1.60910      0.73735
     -0.51871      2.30581      1.57631      0.72950
     -0.50871      2.31502      1.58030      0.73472
     -0.49871      2.34642      1.59995      0.74647
     -0.48871      2.39980      1.63400      0.76580
     -0.47871      2.49438      1.69625      0.79813
     -0.46871      2.63016      1.78709      0.84308
     -0.45871      2.76562      1.87655      0.88907
     -0.44871      2.82832      1.91341      0.91491
     -0.43871      2.74983      1.85290      0.89693
     -0.42871      2.50653      1.68542      0.82111
     -0.41871      2.14027      1.44572      0.69455
     -0.40871      1.73954      1.19391      0.54562
     -0.39871      1.39186      0.98250      0.40936
     -0.38871      1.14427      0.83539      0.30888
     -0.37871      0.99882      0.75052      0.24830
     -0.36871      0.93235      0.71361      0.21874
     -0.35871      0.91415      0.70661      0.20754
     -0.34871      0.91380      0.71005      0.20375
     -0.33871      0.90580      0.70597      0.19983
     -0.32871      0.87499      0.68312      0.19187
     -0.31871      0.82118      0.64171      0.17947
     -0.30871      0.75836      0.59319      0.16518
     -0.29871      0.70525      0.55262      0.15263
     -0.28871      0.67285      0.52863      0.14422
     -0.27871      0.66006      0.52006      0.14000
     -0.26871      0.65989      0.52118      0.13871
     -0.25871      0.66688      0.52767      0.13922
     -0.24871      0.67724      0.53663      0.14061
     -0.23871      0.68440      0.54299      0.14141
     -0.22871      0.67912      0.53949      0.13963
     -0.21871      0.65558      0.52153      0.13405
     -0.20871      0.61644      0.49116      0.12528
     -0.19871      0.57176      0.45631      0.11545
     -0.18871      0.53352      0.42650      0.10702
     -0.17871      0.50911      0.40758      0.10152
     -0.16871      0.49593      0.39741      0.09851
     -0.15871      0.48158      0.38602      0.09556
     -0.14871      0.45306      0.36307      0.08999
     -0.13871      0.40862      0.32730      0.08132
     -0.12871      0.35913      0.28755      0.07157
     -0.11871      0.31683      0.25368      0.06316
     -0.10871      0.28561      0.22875      0.05687
     -0.09871      0.26297      0.21074      0.05224
     -0.08871      0.24685      0.19796      0.04888
     -0.07871      0.23680      0.19008      0.04672
     -0.06871      0.23149      0.18599      0.04550
     -0.05871      0.22839      0.18367      0.04472
     -0.04871      0.22501      0.18112      0.04389
     -0.03871      0.21858      0.17610      0.04248
     -0.02871      0.20545      0.16565      0.03979
     -0.01871      0.18240      0.14717      0.03523
     -0.00871      0.14910      0.12037      0.02873
      0.00129      0.10946      0.08841      0.02106
      0.01129      0.07053      0.05698      0.01355
      0.02129      0.03911      0.03160      0.00751
      0.03129      0.01836      0.01483      0.00352
      0.04129      0.00720      0.00582      0.00138
      0.05129      0.00234      0.00189      0.00045
      0.06129      0.00062      0.00050      0.00012
      0.07129      0.00014      0.00011      0.00003
      0.08129      0.00002      0.00002      0.00000
      0.09129      0.00000      0.00000      0.00000
      0.10129      0.00000      0.00000      0.00000
      0.11129      0.00000      0.00000      0.00000
      0.12129      0.00000      0.00000      0.00000
      0.13129      0.00000      0.00000      0.00000
      0.14129      0.00000      0.00000      0.00000
      0.15129      0.00000      0.00000      0.00000
      0.16129      0.00000      0.00000      0.00000
      0.17129      0.00000      0.00000      0.00000
      0.18129      0.00000      0.00000      0.00000
      0.19129      0.00000      0.00000      0.00000
      0.20129      0.00000      0.00000      0.00000
      0.21129      0.00000      0.00000      0.00000
      0.22129      0.00000      0.00000      0.00000
      0.23129      0.00000      0.00000      0.00000
      0.24129      0.00000      0.00000      0.00000
      0.25129      0.00000      0.00000      0.00000
      0.26129      0.00000      0.00000      0.00000
      0.27129      0.00000      0.00000      0.00000
      0.28129      0.00000      0.00000      0.00000
      0.29129      0.00000      0.00000      0.00000
      0.30129      0.00000      0.00000      0.00000
      0.31129      0.00000      0.00000      0.00000
      0.32129      0.00000      0.00000      0.00000
      0.33129      0.00000      0.00000      0.00000
      0.34129      0.00000      0.00000      0.00000
      0.35129      0.00000      0.00000      0.00000
      0.36129      0.00000      0.00000      0.00000
      0.37129      0.00000      0.00000      0.00000
      0.38129      0.00000      0.00000      0.00000
      0.39129      0.00000      0.00000      0.00000
      0.40129      0.00000      0.00000      0.00000
      0.41129      0.00000      0.00000      0.00000
      0.42129      0.00000      0.00000      0.00000
      0.43129      0.00000      0.00000      0.00000
      0.44129      0.00000      0.00000      0.00000
      0.45129      0.00000      0.00000      0.00000
      0.46129      0.00000      0.00000      0.00000
      0.47129      0.00000      0.00000      0.00000
      0.48129      0.00000      0.00000      0.00000
      0.49129      0.00000      0.00000      0.00000
      0.50129      0.00000      0.00000      0.00000
      0.51129      0.00000      0.00000      0.00000
      0.52129      0.00000      0.00000      0.00000
      0.53129      0.00000      0.00000      0.00000
      0.54129      0.00000      0.00000      0.00000
      0.55129      0.00000      0.00000      0.00000
      0.56129      0.00000      0.00000      0.00000
      0.57129      0.00000      0.00000      0.00000
      0.58129      0.00000      0.00000      0.00000
      0.59129      0.00000      0.00000      0.00000
      0.60129      0.00000      0.00000      0.00000
      0.61129      0.00000      0.00000      0.00000
      0.62129      0.00000      0.00000      0.00000
      0.63129      0.00000      0.00000      0.00000
      0.64129      0.00000      0.00000      0.00000
      0.65129      0.00000      0.00000      0.00000
      0.66129      0.00000      0.00000      0.00000
      0.67129      0.00000      0.00000      0.00000
      0.68129      0.00000      0.00000      0.00000
      0.69129      0.00000      0.00000      0.00000
      0.70129      0.00000      0.00000      0.00000
      0.71129      0.00000      0.00000      0.00000
      0.72129      0.00000      0.00000      0.00000
      0.73129      0.00000      0.00000      0.00000
      0.74129      0.00000      0.00000      0.00000
      0.75129      0.00000      0.00000      0.00000
      0.76129      0.00000      0.00000      0.00000
      0.77129      0.00000      0.00000      0.00000
      0.78129      0.00000      0.00000      0.00000
      0.79129      0.00000      0.00000      0.00000
      0.80129      0.00000      0.00000      0.00000
      0.81129      0.00000      0.00000      0.00000
      0.82129      0.00000      0.00000      0.00000
      0.83129      0.00000      0.00000      0.00000
      0.84129      0.00000      0.00000      0.00000
      0.85129      0.00000      0.00000      0.00000
      0.86129      0.00000      0.00000      0.00000
      0.87129      0.00000      0.00000      0.00000
      0.88129      0.00000      0.00000      0.00000
      0.89129      0.00000      0.00000      0.00000
      0.90129      0.00000      0.00000      0.00000
      0.91129      0.00000      0.00000      0.00000
      0.92129      0.00000      0.00000      0.00000
      0.93129      0.00000      0.00000      0.00000
      0.94129      0.00000      0.00000      0.00000
      0.95129      0.00000      0.00000      0.00000
      0.96129      0.00000      0.00000      0.00000
      0.97129      0.00000      0.00000      0.00000
      0.98129      0.00000      0.00000      0.00000
      0.99129      0.00000      0.00000      0.00000
      1.00129      0.00000      0.00000      0.00000
      1.01129      0.00000      0.00000      0.00000
      1.02129      0.00000      0.00000      0.00000
      1.03129      0.00000      0.00000      0.00000
      1.04129      0.00000      0.00000      0.00000
      1.05129      0.00000      0.00000      0.00000
      1.06129      0.00000      0.00000      0.00000
      1.07129      0.00000      0.00000      0.00000
      1.08129      0.00000      0.00000      0.00000
      1.09129      0.00000      0.00000      0.00000
      1.10129      0.00000      0.00000      0.00000
      1.11129      0.00000      0.00000      0.00000
      1.12129      0.00000      0.00000      0.00000
      1.13129      0.00000      0.00000      0.00000
      1.14129      0.00000      0.00000      0.00000
      1.15129      0.00000      0.00000      0.00000
      1.16129      0.00000      0.00000      0.00000
      1.17129      0.00000      0.00000      0.00000
      1.18129      0.00000      0.00000      0.00000
      1.19129      0.00000      0.00000      0.00000
      1.20129      0.00000      0.00000      0.00000
      1.21129      0.00000      0.00000      0.00000
      1.22129      0.00000      0.00000      0.00000
      1.23129      0.00000      0.00000      0.00000
      1.24129      0.00000      0.00000      0.00000
