0.0 -2.6868367600000003
0.05 -2.7580573
0.1 -3.1794383500000003
0.15 -3.5753266800000003
0.2 -3.8693180600000003
0.25 -4.2081524
0.3 -4.49584287
0.35 -4.52760809
0.4 -4.51714581
0.45 -4.54338762
0.5 -4.57086273
0.53725291934869 -4.53642935
0.57450583869738 -4.45714629
0.61175875804607 -4.3938185
0.6490116773947601 -4.38652607
0.6862645967434501 -4.40136419
0.7235175160921401 -4.40154452
0.7607704354408301 -4.42159331
0.7980233547895201 -4.47359941
0.8352762741382102 -4.55207222
0.8725291934869002 -4.63965101
0.9196225051139242 -4.39857935
0.9667158167409482 -4.32271177
1.0138091283679722 -4.29441538
1.0609024399949962 -4.4274942500000005
1.1079957516220202 -4.3361307
1.1550890632490443 -3.76899894
1.2021823748760683 -3.49520745
1.2492756865030923 -3.18180844
1.2963689981301163 -2.8019903800000003
1.3434623097571403 -2.6868367600000003
