0.0 -2.6906965499999997
0.05 -2.69338444
0.1 -2.6052150999999997
0.15 -2.4537830599999997
0.2 -2.49752678
0.25 -2.78547798
0.3 -3.04196423
0.35 -3.24916262
0.4 -3.40240706
0.45 -3.49874157
0.5 -3.53220578
0.53725291934869 -3.5494250099999998
0.57450583869738 -3.59616219
0.61175875804607 -3.6558405
0.6490116773947601 -3.71114359
0.6862645967434501 -3.74813281
0.7235175160921401 -3.75874203
0.7607704354408301 -3.7605093899999997
0.7980233547895201 -3.99051515
0.8352762741382102 -4.12219343
0.8725291934869002 -4.1506773699999995
0.9196225051139242 -4.0909011
0.9667158167409482 -3.8793955099999997
1.0138091283679722 -3.9535149
1.0609024399949962 -3.91534621
1.1079957516220202 -3.69546486
1.1550890632490443 -3.1866781
1.2021823748760683 -2.56971559
1.2492756865030923 -2.54864435
1.2963689981301163 -2.6777618899999998
1.3434623097571403 -2.6906965499999997
