0.0 -1.3939909300000002
0.05 -1.2682188500000002
0.1 -1.1166339
0.15 -1.08992726
0.2 -1.2024447500000002
0.25 -1.3954415199999999
0.3 -1.39180811
0.35 -1.1614719299999998
0.4 -0.99051162
0.45 -0.8888971600000001
0.5 -0.85568861
0.53725291934869 -1.0087620400000001
0.57450583869738 -1.2813753700000001
0.61175875804607 -1.60983513
0.6490116773947601 -1.9518296400000001
0.6862645967434501 -1.9724650500000003
0.7235175160921401 -2.01373695
0.7607704354408301 -2.07322436
0.7980233547895201 -2.1421164900000003
0.8352762741382102 -2.2030123
0.8725291934869002 -2.2297303800000003
0.9196225051139242 -2.11135919
0.9667158167409482 -1.8453064400000003
1.0138091283679722 -1.5455272
1.0609024399949962 -1.27451266
1.1079957516220202 -1.0714354099999999
1.1550890632490443 -0.95969822
1.2021823748760683 -0.94978796
1.2492756865030923 -1.0454328199999998
1.2963689981301163 -1.2366822100000001
1.3434623097571403 -1.3939909300000002
