Energy (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -0.67000      1.23979      0.88428      0.35551
     -0.66000      1.07993      0.75067      0.32926
     -0.65000      1.57701      0.95679      0.62022
     -0.64000      3.07284      1.93119      1.14164
     -0.63000      2.01703      1.33285      0.68419
     -0.62000      0.71193      0.47433      0.23760
     -0.61000      2.05496      1.31978      0.73518
     -0.60000      2.60421      1.72517      0.87904
     -0.59000      2.74202      1.85944      0.88258
     -0.58000      2.41586      1.60356      0.81230
     -0.57000      1.41567      0.97290      0.44277
     -0.56000      1.70803      1.12256      0.58547
     -0.55000      2.65360      1.67658      0.97702
     -0.54000      1.37872      0.87159      0.50713
     -0.53000      0.57592      0.38444      0.19147
     -0.52000      0.97096      0.64697      0.32399
     -0.51000      1.64619      1.07497      0.57122
     -0.50000      1.15329      0.79493      0.35837
     -0.49000      1.59282      1.08725      0.50557
     -0.48000      1.91496      1.25585      0.65912
     -0.47000      1.77054      1.17854      0.59201
     -0.46000      1.62787      1.08682      0.54105
     -0.45000      0.89533      0.54524      0.35010
     -0.44000      1.02207      0.60940      0.41267
     -0.43000      1.00819      0.66068      0.34751
     -0.42000      0.94790      0.62783      0.32007
     -0.41000      1.79088      1.16660      0.62428
     -0.40000      2.79149      1.93606      0.85543
     -0.39000      4.52750      3.28884      1.23867
     -0.38000      2.64249      1.90235      0.74014
     -0.37000      0.56404      0.38705      0.17699
     -0.36000      1.10083      0.72287      0.37795
     -0.35000      1.28575      0.85086      0.43489
     -0.34000      0.76980      0.51151      0.25828
     -0.33000      0.40317      0.26315      0.14003
     -0.32000      0.67187      0.43842      0.23345
     -0.31000      1.12100      0.77167      0.34933
     -0.30000      1.61124      1.15956      0.45169
     -0.29000      1.56158      1.13131      0.43027
     -0.28000      2.04273      1.43690      0.60583
     -0.27000      1.38113      0.91042      0.47071
     -0.26000      1.35953      0.92116      0.43837
     -0.25000      1.03993      0.75493      0.28500
     -0.24000      0.39959      0.27350      0.12609
     -0.23000      1.05616      0.68050      0.37567
     -0.22000      1.50099      1.05618      0.44481
     -0.21000      1.23782      0.86596      0.37186
     -0.20000      1.52800      1.00051      0.52750
     -0.19000      1.97994      1.39685      0.58308
     -0.18000      1.89986      1.36509      0.53476
     -0.17000      1.61876      1.14221      0.47656
     -0.16000      0.32841      0.22386      0.10455
     -0.15000      0.07811      0.05989      0.01822
     -0.14000      0.65326      0.51375      0.13950
     -0.13000      0.86590      0.68100      0.18490
     -0.12000      0.15535      0.12217      0.03317
     -0.11000      0.00389      0.00306      0.00083
     -0.10000      0.01373      0.01106      0.00267
     -0.09000      0.22324      0.17982      0.04342
     -0.08000      0.54466      0.43851      0.10615
     -0.07000      0.54166      0.43480      0.10687
     -0.06000      0.37522      0.30083      0.07439
     -0.05000      0.04943      0.03965      0.00978
     -0.04000      0.13424      0.10869      0.02555
     -0.03000      0.82999      0.67207      0.15792
     -0.02000      0.69862      0.56570      0.13293
     -0.01000      0.07958      0.06444      0.01514
      0.00000      0.00123      0.00099      0.00023
      0.01000      0.00000      0.00000      0.00000
      0.02000      0.00000      0.00000      0.00000
      0.03000      0.00000      0.00000      0.00000
      0.04000      0.00000      0.00000      0.00000
      0.05000      0.00000      0.00000      0.00000
      0.06000      0.00000      0.00000      0.00000
      0.07000      0.00000      0.00000      0.00000
      0.08000      0.00000      0.00000      0.00000
      0.09000      0.00000      0.00000      0.00000
      0.10000      0.00000      0.00000      0.00000
      0.11000      0.00000      0.00000      0.00000
      0.12000      0.00000      0.00000      0.00000
      0.13000      0.00000      0.00000      0.00000
      0.14000      0.00000      0.00000      0.00000
      0.15000      0.00000      0.00000      0.00000
      0.16000      0.00000      0.00000      0.00000
      0.17000      0.00000      0.00000      0.00000
      0.18000      0.00000      0.00000      0.00000
      0.19000      0.00000      0.00000      0.00000
      0.20000      0.00000      0.00000      0.00000
      0.21000      0.00000      0.00000      0.00000
      0.22000      0.00000      0.00000      0.00000
      0.23000      0.00000      0.00000      0.00000
      0.24000      0.00000      0.00000      0.00000
      0.25000      0.00000      0.00000      0.00000
      0.26000      0.00000      0.00000      0.00000
      0.27000      0.00000      0.00000      0.00000
      0.28000      0.00000      0.00000      0.00000
      0.29000      0.00000      0.00000      0.00000
      0.30000      0.00000      0.00000      0.00000
      0.31000      0.00000      0.00000      0.00000
      0.32000      0.00000      0.00000      0.00000
      0.33000      0.00000      0.00000      0.00000
      0.34000      0.00000      0.00000      0.00000
      0.35000      0.00000      0.00000      0.00000
      0.36000      0.00000      0.00000      0.00000
      0.37000      0.00000      0.00000      0.00000
      0.38000      0.00000      0.00000      0.00000
      0.39000      0.00000      0.00000      0.00000
      0.40000      0.00000      0.00000      0.00000
      0.41000      0.00000      0.00000      0.00000
      0.42000      0.00000      0.00000      0.00000
      0.43000      0.00000      0.00000      0.00000
      0.44000      0.00000      0.00000      0.00000
      0.45000      0.00000      0.00000      0.00000
      0.46000      0.00000      0.00000      0.00000
      0.47000      0.00000      0.00000      0.00000
      0.48000      0.00000      0.00000      0.00000
      0.49000      0.00000      0.00000      0.00000
      0.50000      0.00000      0.00000      0.00000
      0.51000      0.00000      0.00000      0.00000
      0.52000      0.00000      0.00000      0.00000
